Sample,ARG,Count
E149,TLA-2,1
E149,TLA-3,1
E149,oleB,60
E149,Enterococcus,1
E149,oleC,53
E149,antibiotic_resistance_rRNA_adenine_methyltransferase,8
E149,SHV-41,4
E149,eptA,10
E149,tcr3,1
E149,mphA,6
E149,mphC,3
E149,mphD,1
E149,CTX-M-65,2
E149,CTX-M-24,4
E149,mphE,1
E149,CTX-M-67,2
E149,mphG,1
E149,Burkholderia_pseudomallei_Omp38,11
E149,mphI,1
E149,CTX-M-148,2
E149,LpeB,6
E149,mdtA,156
E149,mdtB,253
E149,mdtC,275
E149,mdtD,119
E149,mdtE,49
E149,mdtF,98
E149,Escherichia_coli_LamB,1
E149,mdtG,76
E149,mdtH,50
E149,Salmonella,6
E149,mdtK,285
E149,mdtL,25
E149,mdtM,50
E149,mdtN,100
E149,mdtO,25
E149,mdtP,102
E153,OXA,60
E153,chloramphenicol_and_florfenicol_resistance,6
E153,OXA-10,2
E153,OXA-11,1
E153,bacA,300
E153,IND,4
E153,OXA-14,1
E153,chloramphenicol_exporter,17
E153,OXA-16,2
E153,OXA-17,2
E153,basS,20
E153,kdpE,15
E153,lsaC,6
E153,lsaE,10
E153,OXA-454,2
E153,OXA-140,2
E153,OXA-142,2
E153,OpmB,2
E153,OpmH,4
E153,tet(L),6
E153,puromycin_resistance_protein,1
E153,catII,1
E153,clbA,2
E153,clbB,5
E153,clbC,6
E153,abeS,1
E153,MUS-1,1
E153,MUS-2,1
E153,macA,50
E153,qacA,4
E153,macB,3360
E153,qacB,14
E153,rphA,5
E153,rphB,8
E153,transcriptional_regulatory_protein_CpxR_cpxR,168
E153,qacG,4
E153,blt,2
E153,qacH,2
E153,vgaA,139
E153,vgaB,35
E153,AIM-1,1
E153,vgaD,19
E153,vgaE,33
E153,EmrB-QacA_family_major_facilitator_transporter,50
E153,OXA-224,2
E153,bpeF,21
E153,penA,349
E153,arlS,14
E153,efpA,5
E153,THIN-B,1
E153,aac(3)-VI,2
E153,otr(B),5
E153,VatI,2
E153,vanHB,7
E153,cmlA,1
E153,ErmB,2
E153,vanTG,8
E153,vanTrL,6
E153,catA,5
E153,catB,28
E153,dfrA15b,5
E153,PBP-1A,135
E153,PBP-1B,37
E153,tet32,30
E153,tet36,13
E153,tet39,1
E153,msrA,256
E153,msrC,159
E153,msbA,34
E153,msrE,16
E153,CTX-M-31,1
E153,CTX-M-74,1
E153,CTX-M-75,1
E153,CTX-M-35,1
E153,ampC,7
E153,CTX-M-111,2
E153,evgS,37
E153,CTX-M-115,1
E153,adeB,43
E153,adeC,1
E153,adeH,4
E153,adeL,8
E153,TriA,3
E153,TriC,4
E153,adeR,16
E153,adeS,12
E153,TolC,127
E153,tetA(46),15
E153,catB10,1
E153,aac(3)-X,1
E153,ceoB,4
E153,rosA,10
E153,rosB,115
E153,Staphylococcys,3
E153,Staphylococcus,1
E153,KHM-1,1
E153,ompR,353
E153,salA,22
E153,OprA,4
E153,bcr-1,4
E153,vanYG1,1
E153,patA,29
E153,catB3,2
E153,patB,1
E153,mecA,82
E153,mecB,6
E153,mecC,5
E153,mecD,4
E153,mecI,1
E153,MSI-1,1
E153,OprZ,1
E153,AAC(6')-Ie-APH(2'')-Ia,3
E153,poxtA,47
E153,metallo-beta-lactamase,10
E153,TaeA,53
E153,MexJ,2
E153,MexK,7
E153,CTX-M-2,1
E153,MexS,4
E153,vatA,1
E153,vatB,13
E153,vatC,4
E153,MexV,4
E153,vatD,1
E153,vatE,8
E153,vatF,3
E153,vatG,3
E153,ermA,1
E153,ermC,3
E153,ermF,1
E153,truncated_putative_response_regulator_ArlR,174
E153,OXA-233,1
E153,bacterial_regulatory_protein_LuxR,13
E153,vanYA,2
E153,cmeB,85
E153,Staphylococcus_mupA_conferring_resistance_to_mupirocin,26
E153,floR,14
E153,srmB,54
E153,cystathionine_beta-lyase_patB,11
E153,major_facilitator_superfamily_transporter,48
E153,tet41,3
E153,tet43,4
E153,golS,1
E153,tet44,5
E153,MCR-1,6
E153,MCR-2,3
E153,MCR-3,3
E153,MCR-4,3
E153,MCR-5,3
E153,OXA-663,1
E153,OXA-392,2
E153,CTX-M-43,1
E153,class_A,13
E153,LlmA_23S_ribosomal_RNA_methyltransferase,2
E153,class_B,4
E153,CTX-M-160,2
E153,PBP-2X,57
E153,tlcC,48
E153,class_C,26
E153,CTX-M-121,2
E153,CTX-M-122,2
E153,CTX-M-124,1
E153,mdfA,12
E153,aac(6')-I,2
E153,OXA-31,2
E153,oprA,8
E153,cmlA1,7
E153,OXA-74,1
E153,OXA-33,2
E153,oprC,4
E153,cmlA4,7
E153,cmlA5,7
E153,cmlA6,7
E153,AAC(6')-34,1
E153,oprJ,1
E153,smeB,5
E153,smeC,1
E153,oprM,38
E153,oprN,27
E153,smeF,4
E153,two-component_system_response_regulator_EvgA,9
E153,baeR,28
E153,dfrA12,96
E153,baeS,41
E153,dfrA13,8
E153,dfrA14,19
E153,dfrA15,7
E153,dfrA16,15
E153,dfrA17,10
E153,smeR,25
E153,smeS,26
E153,QepA1,2
E153,QepA2,2
E153,mexA,1
E153,mepA,3
E153,mexD,64
E153,mexE,10
E153,mexF,238
E153,thiostrepton_resistance_methylase_tsnR,2
E153,mexH,135
E153,mexI,28
E153,AxyY,1
E153,abcA,1
E153,mexN,9
E153,tetB(60),12
E153,mexQ,3
E153,dfrA1,16
E153,dfrA3,13
E153,mexT,117
E153,dfrA5,5
E153,mexW,129
E153,VEB-1b,2
E153,mexX,3
E153,dfrA8,8
E153,mexY,1
E153,AcrF,1
E153,PmrF,6
E153,cfrC,6
E153,oqxB,7
E153,ICR-Mc,3
E153,DHA,2
E153,dfrC,10
E153,dfrD,3
E153,dfrE,6
E153,dfrF,2
E153,dfrG,3
E153,arnA,375
E153,dfrK,5
E153,ACT,9
E153,RbpA,2
E153,OXA-240,1
E153,OXA-246,2
E153,tetA,75
E153,tetB,11
E153,tetC,5
E153,efrA,12
E153,efrB,9
E153,lsa,264
E153,tetL,19
E153,tetM,254
E153,tetO,92
E153,tetP,113
E153,tetQ,48
E153,MuxA,1
E153,MuxB,4
E153,tetS,11
E153,MuxC,9
E153,tetT,52
E153,OKP-B-12,1
E153,tetV,6
E153,tetW,285
E153,tetX,25
E153,bicyclomycin-multidrug_efflux_protein_bcr,156
E153,qepA,8
E153,vanRI,21
E153,carA,62
E153,lrfA,4
E153,mecR1,7
E153,CTX-M-90,2
E153,CTX-M-51,2
E153,CTX-M-92,1
E153,OXA-320,2
E153,emrA,24
E153,amrB,35
E153,emrB,115
E153,emrD,50
E153,CTX-M-130,2
E153,CTX-M-98,2
E153,emrE,14
E153,CTX-M-131,1
E153,CTX-M-59,1
E153,OXA-368,2
E153,tcmA,33
E153,mdsB,10
E153,mdsC,1
E153,VEB-1,4
E153,VEB-2,2
E153,VEB-3,2
E153,VEB-4,2
E153,VEB-5,2
E153,emrY,2
E153,VEB-6,2
E153,VEB-7,2
E153,VEB-8,2
E153,VEB-9,1
E153,mel,22
E153,hp1181,4
E153,Pseudomonas_aeruginosa_emrE,1
E153,tetA(48),45
E153,LRA,4
E153,farA,1
E153,farB,1
E153,OXA-47,2
E153,IMP,1
E153,dfrA20,10
E153,opcM,34
E153,dfrA21,9
E153,dfrA22,9
E153,MCR-1.2,6
E153,MCR-1.3,3
E153,YojI,6
E153,MCR-1.4,3
E153,dfrA25,5
E153,MCR-1.5,3
E153,MCR-1.6,3
E153,MCR-1.7,3
E153,MCR-1.8,3
E153,mtrA,41
E153,MCR-1.9,3
E153,dfrA29,4
E153,mtrD,1
E153,mtrE,13
E153,lmrA,6
E153,lmrB,13
E153,Erm(44),1
E153,lmrC,21
E153,lmrD,17
E153,NmcR,1
E153,GIM-1,1
E153,GIM-2,1
E153,pgpB,3
E153,PEDO-1,1
E153,PEDO-3,1
E153,CTX-M,15
E153,RSA-1,1
E153,bcrA,1575
E153,tap,1
E153,tet(K),7
E153,dfrB1,6
E153,dfrB2,6
E153,dfrB3,3
E153,multidrug_ABC_transporter,1739
E153,dfrA2d,2
E153,dfrB6,3
E153,cipA,1
E153,otrA,14
E153,otrC,10
E153,ccrA,1
E153,PER,8
E153,aac(3)-IIIa,1
E153,vanA,87
E153,vanB,63
E153,vanC,30
E153,vanD,156
E153,vanE,14
E153,vanG,38
E153,vanH,173
E153,vanI,2
E153,vanL,6
E153,SPG-1,1
E153,vanM,3
E153,vanN,10
E153,optrA,50
E153,OXA-251,1
E153,vanR,852
E153,vanS,311
E153,vanT,31
E153,OXA-256,1
E153,vanW,38
E153,ugd,3
E153,vanX,44
E153,SMB-1,1
E153,vanY,30
E153,OXA-1,2
E153,OXA-4,2
E153,acrA,15
E153,acrB,75
E153,tet(W/N/W),8
E153,acrD,3
E153,cpxA,10
E153,tetB(46),14
E153,sul1,24
E153,sul2,184
E153,sul3,8
E153,sul4,11
E153,ykkC,2
E153,ykkD,1
E153,MCR-1.10,3
E153,MCR-1.11,3
E153,MCR-1.12,3
E153,MCR-1.13,3
E153,kasugamycin_resistance_protein_ksgA,225
E153,rpoB2,18
E153,tetA(60),20
E153,cob(I)alamin_adenolsyltransferase,25
E153,cat_chloramphenicol_acetyltransferase,4
E153,TLA-1,1
E153,rifampin_monooxygenase,63
E153,bifunctional_aminoglycoside_N-acetyltransferase_and_aminoglycoside_phosphotransferase,2
E153,TLA-2,2
E153,AAC(3)-VIa,1
E153,TLA-3,1
E153,oleB,48
E153,oleC,53
E153,antibiotic_resistance_rRNA_adenine_methyltransferase,5
E153,aac(6')-II,2
E153,eptA,3
E153,tcr3,4
E153,mphA,6
E153,mphC,3
E153,CTX-M-24,1
E153,CTX-M-65,2
E153,CTX-M-67,2
E153,Burkholderia_pseudomallei_Omp38,6
E153,CTX-M-141,1
E153,CTX-M-101,6
E153,CTX-M-105,2
E153,LpeA,1
E153,CTX-M-148,2
E153,LpeB,9
E153,Rm3,1
E153,mdtA,70
E153,mdtB,170
E153,mdtC,391
E153,mdtD,12
E153,mdtE,29
E153,mdtF,33
E153,mdtG,27
E153,Salmonella,7
E153,mdtK,82
E161,aph(3'')-I,4
E161,OXA,272
E161,CMY-132,3
E161,chloramphenicol_and_florfenicol_resistance,13
E161,CMY-133,3
E161,OXA-10,10
E161,OXA-11,9
E161,bacA,760
E161,OXA-14,9
E161,chloramphenicol_exporter,90
E161,OXA-16,9
E161,OXA-17,9
E161,AER-1,1
E161,basS,38
E161,mycinamicin-resistance_protein_myrB,1
E161,kdpE,60
E161,lsaC,22
E161,lsaE,34
E161,ADP-ribosylating_transferase_arr,5
E161,OXA-454,10
E161,OXA-142,8
E161,OpmB,6
E161,OpmD,3
E161,tlrB_conferring_tylosin_resistance,5
E161,OpmH,6
E161,mefA,153
E161,mefC,1
E161,tet(L),6
E161,puromycin_resistance_protein,3
E161,abeM,10
E161,clbA,10
E161,clbB,11
E161,clbC,12
E161,abeS,18
E161,TEM-90,3
E161,macA,507
E161,qacA,2
E161,macB,6972
E161,qacB,7
E161,rphA,12
E161,rphB,22
E161,transcriptional_regulatory_protein_CpxR_cpxR,602
E161,qacG,60
E161,blt,1
E161,qacH,17
E161,vgaA,227
E161,vgaB,62
E161,vgaD,48
E161,vgaE,49
E161,lnuB,12
E161,CMY-46,6
E161,EmrB-QacA_family_major_facilitator_transporter,69
E161,TEM-215,3
E161,lnuF,3
E161,lnuG,3
E161,TEM-217,3
E161,AAC(3)-Ib/AAC(6')-Ib'',2
E161,OXA-224,2
E161,bpeF,25
E161,penA,777
E161,arlS,27
E161,efpA,3
E161,Listeria_monocytogenes_mprF,1
E161,ADC-12,4
E161,ADC-13,3
E161,VatI,3
E161,ADC-14,2
E161,ADC-15,1
E161,vanHB,18
E161,ErmB,2
E161,ADC-16,4
E161,ErmC,1
E161,vanTG,20
E161,ADC-17,4
E161,ADC-18,2
E161,vanXI,1
E161,ADC-19,4
E161,vanTrL,10
E161,TEM,20
E161,cdeA,2
E161,catA,1
E161,catB,93
E161,ErmT,1
E161,dfrA15b,5
E161,PBP-1A,391
E161,PBP-1B,107
E161,tet32,45
E161,tet36,29
E161,tet37,1
E161,tet39,2
E161,msrA,366
E161,SHV-97,5
E161,msrC,279
E161,msbA,59
E161,msrE,29
E161,ampC,1
E161,CTX-M-110,2
E161,CTX-M-38,2
E161,evgS,77
E161,CTX-M-113,2
E161,adeA,4
E161,adeB,232
E161,adeC,65
E161,adeF,2
E161,aadA,21
E161,adeH,5
E161,adeI,12
E161,adeJ,41
E161,adeK,20
E161,adeL,30
E161,aac(3)-I,23
E161,TriA,4
E161,adeN,3
E161,TriC,17
E161,adeR,58
E161,adeS,24
E161,TolC,408
E161,vanXYL,2
E161,tetA(46),22
E161,catB10,3
E161,CMY-108,6
E161,ceoB,17
E161,RlmA(II),3
E161,rosA,50
E161,rosB,460
E161,aph(3')-IIb,4
E161,Staphylococcys,6
E161,ADC-1,1
E161,opmD,6
E161,Staphylococcus,1
E161,opmE,4
E161,ADC-2,4
E161,ADC-3,4
E161,ADC-4,2
E161,ADC-5,3
E161,ADC-6,1
E161,ADC-7,3
E161,ompR,1010
E161,salA,50
E161,APH(6)-Id,1
E161,TEM-183,3
E161,CMX,2
E161,Acinetobacter_baumannii_ampC_beta-lactamase,4
E161,KLUY-2,1
E161,TEM-106,3
E161,TEM-148,3
E161,OprA,21
E161,Brucella_suis_mprF,3
E161,bcr-1,9
E161,mef(B),2
E161,sdeY,1
E161,patA,56
E161,catB3,6
E161,patB,4
E161,mecA,111
E161,mecB,5
E161,mecC,2
E161,mecD,4
E161,aac(3)-Ib-aac(6')-Ib,1
E161,OprZ,8
E161,poxtA,79
E161,SHV-103,5
E161,SHV-104,5
E161,ANT(3'')-Ii-AAC(6')-IId,4
E161,bmr,1
E161,TaeA,85
E161,MexJ,8
E161,MexK,18
E161,MexL,4
E161,CTX-M-5,1
E161,MexS,5
E161,vatA,1
E161,vatB,16
E161,vatC,4
E161,MexV,2
E161,vatD,1
E161,vatE,8
E161,vatF,2
E161,vatG,4
E161,MexZ,2
E161,CMY-12,3
E161,ermA,1
E161,CMY-13,6
E161,ermB,10
E161,CMY-55,6
E161,ereA,10
E161,ermC,10
E161,CMY-56,3
E161,ereB,2
E161,CMY-16,3
E161,ermE,2
E161,CMY-99,3
E161,ermF,1
E161,ermG,1
E161,truncated_putative_response_regulator_ArlR,448
E161,OXA-233,9
E161,bacterial_regulatory_protein_LuxR,33
E161,ermT,3
E161,CMY-2,3
E161,CMY-5,6
E161,CMY-6,3
E161,vanYA,2
E161,ADC-20,4
E161,ADC-21,4
E161,ADC-22,4
E161,ADC-23,2
E161,ADC-25,4
E161,cmeA,1
E161,cmeB,238
E161,Staphylococcus_mupA_conferring_resistance_to_mupirocin,36
E161,floR,41
E161,srmB,59
E161,cystathionine_beta-lyase_patB,55
E161,major_facilitator_superfamily_transporter,57
E161,tet41,2
E161,golS,15
E161,tet44,17
E161,MCR-1,28
E161,MCR-2,14
E161,MCR-3,15
E161,MCR-4,14
E161,MCR-5,13
E161,tolC,4
E161,OXA-663,10
E161,OXA-392,2
E161,CTX-M-84,2
E161,class_A,10
E161,emeA,1
E161,PBP-2X,132
E161,tlcC,73
E161,class_C,28
E161,CTX-M-48,2
E161,CTX-M-122,2
E161,APH(3')-Ia,1
E161,CTX-M-125,2
E161,linG,3
E161,mdfA,150
E161,CMY-118,10
E161,cmlA1,12
E161,oprA,25
E161,OXA-74,7
E161,oprC,9
E161,cmlA4,12
E161,cmlA5,12
E161,cmlA6,12
E161,oprJ,100
E161,smeB,39
E161,LEN,12
E161,smeC,18
E161,smeD,11
E161,oprM,299
E161,smeE,37
E161,oprN,199
E161,smeF,140
E161,two-component_system_response_regulator_EvgA,4
E161,baeR,61
E161,dfrA12,108
E161,baeS,60
E161,dfrA13,6
E161,dfrA14,11
E161,dfrA15,10
E161,dfrA17,3
E161,CRP,3
E161,smeR,71
E161,smeS,49
E161,TEM-110,3
E161,TEM-196,3
E161,TEM-156,1
E161,QepA1,4
E161,QepA2,4
E161,mexA,182
E161,mexB,221
E161,mexC,19
E161,mepA,147
E161,mexD,372
E161,mexE,173
E161,mexF,324
E161,mexG,1
E161,thiostrepton_resistance_methylase_tsnR,1
E161,aadA9,1
E161,mexH,31
E161,mexI,25
E161,AxyY,6
E161,mexM,1
E161,mexN,12
E161,tetB(60),26
E161,mexQ,4
E161,dfrA1,47
E161,dfrA3,14
E161,mexT,94
E161,dfrA5,7
E161,mexW,224
E161,mexX,154
E161,dfrA8,9
E161,mexY,8
E161,AcrE,6
E161,AcrF,9
E161,PmrF,18
E161,cfrC,13
E161,oqxA,4
E161,oqxB,7
E161,AcrS,3
E161,ICR-Mc,14
E161,OKP-B,12
E161,MOX,1
E161,Moraxella_catarrhalis_M35,2
E161,dfrC,8
E161,dfrD,7
E161,dfrE,9
E161,dfrF,4
E161,dfrG,9
E161,CMY-61,1
E161,CMY-20,6
E161,CMY-21,3
E161,CMY-63,6
E161,arnA,505
E161,CMY-64,3
E161,dfrK,12
E161,CMY-27,1
E161,ACT,1
E161,CMY-28,3
E161,CMY-29,6
E161,OXA-240,10
E161,OXA-246,10
E161,tetA,102
E161,tetB,24
E161,tetC,4
E161,efrA,33
E161,efrB,33
E161,fusC,1
E161,lsa,583
E161,tetL,3
E161,tetM,305
E161,tetO,86
E161,tetP,144
E161,tetQ,87
E161,tetR,294
E161,MuxB,10
E161,tetS,25
E161,MuxC,19
E161,tetT,82
E161,ADC-31,1
E161,tetW,579
E161,tetX,7
E161,Bacillus_subtilis_mprF,2
E161,ADC-75,3
E161,cmrA,10
E161,ADC-76,2
E161,bicyclomycin-multidrug_efflux_protein_bcr,409
E161,ADC-77,3
E161,ADC-78,2
E161,ADC-79,4
E161,ADC-39,2
E161,qepA,16
E161,vanRI,72
E161,Streptococcus_agalactiae_mprF,2
E161,carA,79
E161,carO,4
E161,myrA,5
E161,hmrM,2
E161,lrfA,5
E161,SHV-76,5
E161,Bacillus_Cluster_B_intrinsic_mph,1
E161,APH(3')-IIa,1
E161,cAMP-regulatory_protein,55
E161,mecR1,1
E161,NPS-1,1
E161,OXA-320,2
E161,emrA,390
E161,amrB,74
E161,emrB,360
E161,CTX-M-14,2
E161,emrD,31
E161,CTX-M-130,2
E161,emrE,229
E161,CTX-M-17,2
E161,OXA-368,7
E161,emrK,53
E161,tcmA,3
E161,mdsB,11
E161,mdsC,17
E161,emrY,3
E161,mel,34
E161,ANT(3'')-IIa,1
E161,ANT(3'')-IIb,1
E161,hp1181,13
E161,ANT(3'')-IIc,1
E161,Pseudomonas_aeruginosa_emrE,18
E161,chrB,5
E161,tetA(48),91
E161,LRA,1
E161,farA,3
E161,farB,5
E161,AQU-1,1
E161,MdtK,2
E161,dfrA20,10
E161,opcM,77
E161,dfrA21,12
E161,dfrA22,12
E161,MCR-1.2,28
E161,MCR-1.3,14
E161,MCR-1.4,14
E161,dfrA24,2
E161,YojI,18
E161,MCR-1.5,14
E161,dfrA25,8
E161,MCR-1.6,14
E161,MCR-1.7,14
E161,MCR-1.8,14
E161,MCR-1.9,14
E161,dfrA29,6
E161,mtrA,105
E161,mtrC,4
E161,mtrD,9
E161,mtrE,307
E161,lmrA,2
E161,lmrB,64
E161,Erm(44),1
E161,lmrC,43
E161,lmrD,45
E161,NmcR,14
E161,mtrR,68
E161,LCR-1,2
E161,lmrP,1
E161,CTX-M,15
E161,erm(35),1
E161,blaI,4
E161,bcrA,3442
E161,multidrug_ABC_transporter,3496
E161,BUT-1,1
E161,PvrR,53
E161,otrA,22
E161,otrC,8
E161,arr-4,1
E161,arr-5,1
E161,Clostridium_perfringens_mprF,1
E161,arr-7,1
E161,arr-8,1
E161,Bacillus_Cluster_A_intrinsic_mph,1
E161,marR,302
E161,CARB,3
E161,aph(6)-I,32
E161,aph(3')-I,22
E161,vanA,119
E161,vanB,64
E161,vanC,85
E161,vanD,287
E161,vanE,19
E161,vanG,47
E161,vanH,381
E161,vanI,14
E161,CMY-34,3
E161,aph(3')-V,3
E161,vanL,5
E161,CMY-77,4
E161,vanM,2
E161,vanN,13
E161,optrA,74
E161,OXA-251,10
E161,vanR,2459
E161,vanS,687
E161,vanT,69
E161,vanU,1
E161,OXA-256,10
E161,ugd,14
E161,vanX,21
E161,vanY,51
E161,OXA-1,2
E161,OXA-4,2
E161,acrA,234
E161,acrB,778
E161,tet(W/N/W),14
E161,acrD,3
E161,acrF,4
E161,norA,19
E161,cpxA,38
E161,ADC-80,3
E161,tetB(46),24
E161,ADC-81,1
E161,sul1,31
E161,ADC-41,4
E161,sul2,290
E161,ADC-42,3
E161,sul3,34
E161,ADC-43,4
E161,sul4,18
E161,ykkC,48
E161,ADC-44,4
E161,ykkD,48
E161,MCR-1.10,14
E161,MCR-1.11,14
E161,MCR-1.12,14
E161,MCR-1.13,14
E161,kasugamycin_resistance_protein_ksgA,452
E161,rpoB2,38
E161,tetA(60),17
E161,cob(I)alamin_adenolsyltransferase,75
E161,cat_chloramphenicol_acetyltransferase,24
E161,rifampin_monooxygenase,77
E161,oleB,74
E161,oleC,72
E161,antibiotic_resistance_rRNA_adenine_methyltransferase,10
E161,SHV-41,5
E161,eptA,14
E161,mphA,12
E161,mphC,6
E161,mphD,2
E161,CTX-M-24,2
E161,mphE,1
E161,CTX-M-67,2
E161,mphG,2
E161,Burkholderia_pseudomallei_Omp38,9
E161,mphI,2
E161,LpeB,11
E161,mdtA,279
E161,mdtB,559
E161,mdtC,597
E161,mdtD,221
E161,mdtE,56
E161,mdtF,41
E161,mdtG,25
E161,Salmonella,12
E161,mdtK,458
E161,mdtL,8
E161,mdtM,26
E161,mdtN,129
E161,mdtP,31
E164,bcr-1,1
E164,dfrB6,6
E164,dfrA29,2
E164,tlcC,3
E164,vanTrL,1
E164,mdtB,14
E164,emrB,24
E164,qacG,12
E164,mdtC,21
E164,qacH,3
E164,emrD,24
E164,mdtE,1
E164,SHV-159,5
E164,cpxA,1
E164,patA,2
E164,emrE,46
E164,EmrB-QacA_family_major_facilitator_transporter,2
E164,baeR,4
E164,baeS,3
E164,SHV-89,5
E164,mel,2
E164,tet44,1
E164,Pseudomonas_aeruginosa_emrE,3
E164,bcrA,173
E164,PBP-1A,1
E164,kasugamycin_resistance_protein_ksgA,25
E164,PBP-1B,4
E164,vanA,14
E164,vanB,2
E164,vanC,7
E164,vanD,6
E164,bpeF,5
E164,vanE,1
E164,lsa,8
E164,lmrC,1
E164,vanI,1
E164,HERA-1,1
E164,LCR-1,1
E164,OXA-251,1
E164,floR,3
E164,kdpE,2
E164,msrA,8
E164,OXA-256,1
E164,farB,1
E164,vanR,69
E164,AcrE,1
E164,msrC,6
E164,otrA,2
E164,vanS,18
E164,vanT,1
E164,OXA,24
E164,otrC,1
E164,dfrA2d,4
E164,evgS,5
E164,acrA,19
E164,acrB,24
E164,smeC,2
E164,mexD,2
E164,mexE,24
E164,dfrA12,41
E164,mexF,36
E164,acrF,1
E164,dfrA1,6
E164,smeF,2
E164,dfrA13,3
E164,dfrA14,7
E164,AcrS,1
E164,salA,2
E164,RTG-4,2
E164,SHV-121,5
E164,dfrA15,4
E164,RTG-5,1
E164,dfrA3,5
E164,mexI,2
E164,abeS,3
E164,dfrA5,2
E164,truncated_putative_response_regulator_ArlR,18
E164,dfrA17,8
E164,oprC,2
E164,major_facilitator_superfamily_transporter,1
E164,dfrA7,3
E164,OprA,2
E164,dfrA8,2
E164,SHV-37,5
E164,MexK,1
E164,SHV-53,5
E164,basS,4
E164,oprJ,22
E164,smeR,2
E164,mtrA,4
E164,Staphylococcus_mupA_conferring_resistance_to_mupirocin,1
E164,tetM,28
E164,smeS,3
E164,mdsB,2
E164,oprM,22
E164,TriC,1
E164,tetO,1
E164,vanRI,2
E164,tetA(46),1
E164,macA,28
E164,tetP,14
E164,mexW,12
E164,macB,396
E164,tetR,16
E164,mexX,28
E164,vanTG,1
E164,lsaC,1
E164,tetT,4
E164,arnA,50
E164,tet32,3
E164,tetW,37
E164,tetA(48),5
E164,multidrug_ABC_transporter,101
E164,carA,2
E164,opcM,1
E164,dfrC,4
E164,dfrD,2
E164,tet36,1
E164,dfrE,2
E164,vgaA,10
E164,dfrF,1
E164,vgaB,1
E164,dfrG,2
E164,mtrR,8
E164,two-component_system_response_regulator_EvgA,1
E164,vgaD,1
E164,TaeA,2
E164,OprZ,2
E164,vgaE,2
E164,transcriptional_regulatory_protein_CpxR_cpxR,19
E164,dfrK,1
E164,OXA-663,1
E164,AER-1,1
E164,oleB,3
E164,srmB,2
E164,oleC,4
E164,CARB,12
E164,dfrA15b,2
E164,OXA-240,1
E164,OXA-454,1
E164,OXA-246,1
E164,tetA(60),1
E164,PvrR,1
E164,oqxB,1
E164,adeL,2
E164,rpoB2,4
E164,rphA,1
E164,ompR,31
E164,OXA-10,1
E164,rphB,2
E164,msbA,2
E164,OXA-11,1
E164,adeR,1
E164,OXA-14,1
E164,ugd,2
E164,OXA-16,1
E164,optrA,2
E164,LpeB,1
E164,dfrA20,2
E164,SHV,6
E164,dfrA21,4
E164,dfrA22,5
E164,dfrB1,22
E164,dfrB2,10
E164,dfrA25,2
E164,class_A,3
E164,dfrB3,5
E167,aph(3'')-I,4
E167,OXA,77
E167,chloramphenicol_and_florfenicol_resistance,14
E167,OXA-10,4
E167,OXA-11,3
E167,bacA,650
E167,OXA-14,3
E167,chloramphenicol_exporter,92
E167,OXA-16,3
E167,OXA-17,2
E167,AER-1,1
E167,basS,37
E167,mycinamicin-resistance_protein_myrB,2
E167,kdpE,35
E167,lsaA,1
E167,lsaC,8
E167,TEM-171,3
E167,lsaE,24
E167,ADP-ribosylating_transferase_arr,5
E167,OXA-454,4
E167,OXA-142,1
E167,OpmB,7
E167,OpmD,3
E167,tlrB_conferring_tylosin_resistance,2
E167,OpmH,4
E167,mefA,148
E167,erm(36),3
E167,mefC,1
E167,mefE,1
E167,puromycin_resistance_protein,3
E167,abeM,6
E167,catII,1
E167,clbA,11
E167,clbB,13
E167,clbC,15
E167,abeS,8
E167,TEM-90,3
E167,qacA,4
E167,macA,311
E167,qacB,14
E167,macB,7596
E167,rphA,9
E167,rphB,14
E167,TEM-17,1
E167,transcriptional_regulatory_protein_CpxR_cpxR,457
E167,qacG,32
E167,blt,1
E167,qacH,8
E167,Vibrio_cholerae_varG,1
E167,vgaA,192
E167,vgaB,51
E167,vgaC,1
E167,vgaD,51
E167,vgaE,46
E167,CMY-42,3
E167,lnuA,9
E167,lnuB,3
E167,lnuC,2
E167,CMY-46,3
E167,lnuD,3
E167,EmrB-QacA_family_major_facilitator_transporter,73
E167,lnuE,1
E167,TEM-215,3
E167,lnuF,1
E167,lnuG,1
E167,TEM-217,6
E167,AAC(3)-Ib/AAC(6')-Ib'',2
E167,bpeF,53
E167,penA,688
E167,arlS,30
E167,efpA,3
E167,KPC-16,3
E167,plasmid-encoded,1
E167,fosB,4
E167,Listeria_monocytogenes_mprF,1
E167,VatI,1
E167,vanHB,20
E167,ErmB,6
E167,ErmC,2
E167,vanTG,23
E167,vanTrL,10
E167,TEM,45
E167,fosX,21
E167,cdeA,13
E167,BIL-1,3
E167,catA,20
E167,catB,36
E167,ErmT,3
E167,catI,1
E167,dfrA15b,5
E167,catQ,1
E167,PBP-1A,338
E167,PBP-1B,96
E167,tet32,58
E167,tet34,18
E167,tet35,8
E167,tet36,28
E167,tet37,6
E167,tet39,2
E167,msrA,401
E167,msrC,240
E167,msbA,58
E167,msrE,36
E167,CTX-M-31,1
E167,Erm(30),1
E167,CTX-M-74,1
E167,CTX-M-75,1
E167,CTX-M-35,1
E167,CTX-M-76,1
E167,ampC,4
E167,CTX-M-77,1
E167,Escherichia_coli_mdfA,1
E167,CTX-M-110,2
E167,CTX-M-38,2
E167,evgS,104
E167,CTX-M-113,2
