Sample,ARG,Count
E111,vanRI,118
E111,Serratia_marcescens_Omp1,6
E111,Klebsiella_pneumoniae_OmpK35,1
E111,Klebsiella_pneumoniae_OmpK36,6
E111,Klebsiella_pneumoniae_OmpK37,4
E111,Streptococcus_agalactiae_mprF,1
E111,CFE-1,1
E111,porin_OmpC,4
E111,carA,105
E111,DNA-binding_protein_H-NS,10
E111,myrA,4
E111,hmrM,3
E111,lrfA,2
E111,Bacillus_Cluster_B_intrinsic_mph,1
E111,APH(3')-IIa,1
E111,cAMP-regulatory_protein,72
E111,mecR1,47
E111,CTX-M-50,2
E111,OXA-320,2
E111,emrA,279
E111,amrB,138
E111,emrB,330
E111,CTX-M-14,2
E111,emrD,76
E111,CTX-M-130,4
E111,emrE,110
E111,CTX-M-17,4
E111,OXA-368,2
E111,CTX-M-134,2
E111,emrK,42
E111,tcmA,23
E111,mdsA,3
E111,mdsB,9
E111,mdsC,14
E111,emrR,2
E111,VEB-1,5
E111,VEB-2,3
E111,VEB-3,3
E111,VEB-4,3
E111,VEB-5,3
E111,emrY,3
E111,VEB-6,3
E111,VEB-7,4
E111,VEB-8,3
E111,VEB-9,2
E111,mel,63
E111,hp1181,7
E111,aad(6),2
E111,Pseudomonas_aeruginosa_emrE,7
E111,chrB,4
E111,tetA(48),104
E111,LRA,3
E111,farA,4
E111,farB,3
E111,OXA-47,2
E111,MdtK,4
E111,dfrA20,14
E111,opcM,103
E111,dfrA21,10
E111,dfrA22,11
E111,MCR-1.2,20
E111,MCR-1.3,10
E111,MCR-1.4,10
E111,dfrA24,1
E111,YojI,31
E111,dfrA25,5
E111,MCR-1.5,10
E111,MCR-1.6,10
E111,MCR-1.7,10
E111,MCR-1.8,10
E111,dfrA29,5
E111,MCR-1.9,10
E111,mtrA,128
E111,blaR1,8
E111,mtrC,2
E111,mtrD,11
E111,mtrE,147
E111,lmrA,2
E111,lmrB,136
E111,Erm(44),2
E111,lmrC,95
E111,lmrD,86
E111,NmcR,13
E111,LCR-1,1
E111,mtrR,65
E111,PEDO-1,1
E111,CTX-M,36
E111,erm(39),1
E111,erm(35),3
E111,blaI,4
E111,bcrA,4464
E111,bcrC,2
E111,tet(K),3
E111,multidrug_ABC_transporter,6442
E111,PvrR,40
E111,cipA,7
E111,omp36,20
E111,marA,3
E111,otrA,32
E111,otrC,24
E111,arr-4,1
E111,arr-5,1
E111,Clostridium_perfringens_mprF,1
E111,arr-7,1
E111,arr-8,1
E111,PER,15
E111,marR,125
E111,CARB,1
E111,aph(6)-I,32
E111,aph(3')-I,14
E111,vanA,164
E111,vanB,178
E111,vanC,71
E111,vanD,325
E111,vanE,23
E111,vanG,76
E111,vanH,555
E111,vanI,12
E111,CMY-34,3
E111,CMY-35,3
E111,aph(3')-V,3
E111,vanL,7
E111,vanM,6
E111,vanN,10
E111,TEM-206,3
E111,optrA,96
E111,OXA-251,5
E111,vanR,3845
E111,vanS,1450
E111,vanT,88
E111,vanU,11
E111,OXA-256,5
E111,vanW,27
E111,ugd,12
E111,vanX,49
E111,vanY,126
E111,OXA-1,2
E111,vanZ,23
E111,OXA-4,2
E111,acrA,254
E111,acrB,623
E111,tet(W/N/W),18
E111,acrD,8
E111,acrF,5
E111,cpxA,47
E111,tetB(46),56
E111,sul1,57
E111,sul2,321
E111,sul3,23
E111,sul4,23
E111,ykkC,76
E111,ykkD,34
E111,LAT-1,3
E111,MCR-1.10,10
E111,MCR-1.11,10
E111,vanWI,2
E111,MCR-1.12,10
E111,MCR-1.13,10
E111,vanTmL,1
E111,kasugamycin_resistance_protein_ksgA,341
E111,rpoB2,61
E111,tetA(60),33
E111,cob(I)alamin_adenolsyltransferase,301
E111,cat_chloramphenicol_acetyltransferase,9
E111,TLA-1,4
E111,rifampin_monooxygenase,46
E111,TLA-2,2
E111,TLA-3,4
E111,TEM-1,3
E111,oleB,72
E111,oleC,80
E111,antibiotic_resistance_rRNA_adenine_methyltransferase,13
E111,eptA,10
E111,tcr3,1
E111,mphA,6
E111,mphC,3
E111,mphD,1
E111,CTX-M-65,2
E111,CTX-M-24,4
E111,mphE,1
E111,CTX-M-67,2
E111,mphG,1
E111,Burkholderia_pseudomallei_Omp38,12
E111,mphI,1
E111,CTX-M-148,2
E111,LpeB,13
E111,mdtA,239
E111,mdtB,417
E111,mdtC,396
E111,mdtD,185
E111,mdtE,108
E111,mdtF,50
E111,Escherichia_coli_LamB,1
E111,mdtG,55
E111,mdtH,25
E111,Salmonella,11
E111,CatU,1
E111,mdtK,426
E111,mdtL,79
E111,mdtM,54
E111,mdtN,153
E111,mdtO,25
E111,mdtP,81
E114,OXA,172
E114,chloramphenicol_and_florfenicol_resistance,6
E114,OXA-10,6
E114,OXA-11,4
E114,bacA,346
E114,OXA-14,4
E114,chloramphenicol_exporter,20
E114,OXA-16,4
E114,OXA-17,5
E114,AER-1,1
E114,basS,28
E114,kdpE,36
E114,lsaA,1
E114,lsaC,15
E114,lsaE,24
E114,ADP-ribosylating_transferase_arr,5
E114,OXA-454,5
E114,OXA-142,3
E114,OpmB,3
E114,OpmD,2
E114,tlrB_conferring_tylosin_resistance,2
E114,OpmH,8
E114,mefA,24
E114,mefC,1
E114,puromycin_resistance_protein,3
E114,abeM,2
E114,catII,1
E114,clbA,5
E114,clbB,5
E114,clbC,7
E114,abeS,8
E114,macA,313
E114,macB,3976
E114,rphA,5
E114,rphB,8
E114,transcriptional_regulatory_protein_CpxR_cpxR,414
E114,qacG,24
E114,qacH,6
E114,vgaA,121
E114,vgaB,41
E114,AIM-1,1
E114,vgaD,31
E114,vgaE,28
E114,lnuB,3
E114,EmrB-QacA_family_major_facilitator_transporter,44
E114,lnuF,1
E114,lnuG,1
E114,rpsD_(ramA_or_sud2),1
E114,bpeF,20
E114,KPC-11,3
E114,penA,469
E114,KPC-12,1
E114,arlS,11
E114,efpA,3
E114,KPC-15,3
E114,KPC-16,6
E114,KPC-17,6
E114,THIN-B,1
E114,fosB,4
E114,ADC-12,1
E114,ADC-15,1
E114,vanHB,8
E114,cmlA,8
E114,vanTG,10
E114,ADC-17,1
E114,vanXI,1
E114,tet(42),1
E114,vanTrL,2
E114,fosX,21
E114,catA,5
E114,dfrA15b,3
E114,PBP-1A,270
E114,PBP-1B,83
E114,tet32,44
E114,tet35,1
E114,tet36,21
E114,tet39,2
E114,msrA,211
E114,msrC,151
E114,msbA,30
E114,msrE,15
E114,ampC,5
E114,CTX-M-110,2
E114,CTX-M-38,2
E114,evgS,86
E114,CTX-M-113,2
E114,RTG-4,2
E114,RTG-5,1
E114,adeA,3
E114,adeB,240
E114,adeC,20
E114,adeF,2
E114,aadA,24
E114,adeG,1
E114,adeH,2
E114,adeJ,7
E114,adeK,7
E114,BRP(MBL),1
E114,adeL,10
E114,fmtC,25
E114,TriA,3
E114,TriC,11
E114,adeR,46
E114,adeS,18
E114,TolC,333
E114,tetA(46),13
E114,ceoB,17
E114,RlmA(II),2
E114,rosA,10
E114,rosB,232
E114,opmD,4
E114,Staphylococcys,5
E114,opmE,2
E114,ompR,795
E114,salA,42
E114,GES-1,1
E114,GES-2,1
E114,GES-3,1
E114,GES-4,1
E114,GES-5,1
E114,GES-6,1
E114,GES-7,1
E114,KLUY-2,1
E114,GES-8,1
E114,GES-9,1
E114,OprA,15
E114,aadA25,1
E114,Brucella_suis_mprF,1
E114,bcr-1,14
E114,patA,33
E114,patB,2
E114,mecA,110
E114,mecB,7
E114,mecC,6
E114,mecD,5
E114,mecI,1
E114,MSI-1,1
E114,OprZ,6
E114,poxtA,50
E114,metallo-beta-lactamase,16
E114,ANT(3'')-Ii-AAC(6')-IId,4
E114,TaeA,47
E114,MexJ,6
E114,MexK,15
E114,CTX-M-5,1
E114,MexS,3
E114,MexV,5
E114,GES-10,1
E114,GES-11,1
E114,GES-12,1
E114,GES-13,1
E114,GES-14,1
E114,GES-15,1
E114,GES-16,1
E114,GES-17,1
E114,GES-18,1
E114,ereA,10
E114,GES-19,1
E114,ereB,2
E114,truncated_putative_response_regulator_ArlR,320
E114,OXA-233,5
E114,SRT-1,1
E114,bacterial_regulatory_protein_LuxR,14
E114,KPC-22,3
E114,ADC-20,1
E114,ADC-22,1
E114,cmeB,254
E114,Staphylococcus_mupA_conferring_resistance_to_mupirocin,19
E114,floR,39
E114,srmB,40
E114,cystathionine_beta-lyase_patB,24
E114,major_facilitator_superfamily_transporter,34
E114,tet41,5
E114,tet43,1
E114,golS,6
E114,tet44,10
E114,SHV-62,5
E114,MCR-1,12
E114,MCR-2,6
E114,MCR-3,7
E114,SHV-25,5
E114,MCR-4,7
E114,MCR-5,7
E114,tolC,4
E114,OXA-663,6
E114,CTX-M-84,2
E114,class_A,36
E114,LlmA_23S_ribosomal_RNA_methyltransferase,1
E114,class_B,2
E114,PBP-2X,32
E114,tlcC,47
E114,class_C,48
E114,CTX-M-48,2
E114,CTX-M-122,2
E114,linG,1
E114,CTX-M-125,2
E114,SHV-9,5
E114,cmlA1,7
E114,oprA,12
E114,OXA-74,5
E114,oprC,9
E114,cmlA4,7
E114,cmlA5,7
E114,cmlA6,7
E114,oprJ,131
E114,smeB,27
E114,smeC,19
E114,smeD,5
E114,oprM,207
E114,smeE,14
E114,oprN,170
E114,smeF,81
E114,two-component_system_response_regulator_EvgA,8
E114,baeR,67
E114,dfrA12,43
E114,baeS,31
E114,dfrA13,4
E114,dfrA14,17
E114,dfrA15,5
E114,dfrA16,2
E114,dfrA17,3
E114,TUS-1,1
E114,smeR,60
E114,smeS,47
E114,FOX,17
E114,QepA1,3
E114,QepA2,3
E114,mexA,114
E114,Rhodobacter_sphaeroides_ampC_beta-lactamase,1
E114,mexB,35
E114,mexC,12
E114,mepA,3
E114,KPC-4,3
E114,mexD,405
E114,mexE,193
E114,KPC-6,3
E114,mexF,428
E114,thiostrepton_resistance_methylase_tsnR,2
E114,KPC-8,3
E114,mexH,114
E114,KPC-9,3
E114,mexI,41
E114,AxyX,1
E114,AxyY,8
E114,abcA,1
E114,mexN,14
E114,tetB(60),11
E114,mexQ,7
E114,dfrA1,21
E114,dfrA3,9
E114,mexT,80
E114,dfrA5,2
E114,mexW,240
E114,dfrA7,1
E114,mexX,41
E114,dfrA8,6
E114,mexY,8
E114,AcrE,1
E114,AcrF,2
E114,PmrF,14
E114,PDC,8
E114,SHV-159,5
E114,cfrC,6
E114,oqxA,1
E114,oqxB,6
E114,ICR-Mc,6
E114,OKP-A,14
E114,OKP-B,10
E114,MOX,1
E114,dfrC,7
E114,GES-20,1
E114,GES,20
E114,dfrD,5
E114,GES-21,1
E114,dfrE,5
E114,GES-22,1
E114,dfrF,2
E114,GES-23,1
E114,dfrG,5
E114,GES-24,1
E114,GES-26,1
E114,arnA,226
E114,dfrK,7
E114,ACT,5
E114,OXA-240,6
E114,OXA-246,6
E114,tetA,153
E114,tetB,12
E114,tetC,6
E114,efrA,13
E114,efrB,4
E114,tetE,6
E114,lsa,317
E114,tetM,206
E114,tetO,56
E114,tetP,136
E114,tetQ,68
E114,MuxA,1
E114,tetR,125
E114,MuxB,4
E114,tetS,19
E114,MuxC,14
E114,tetT,76
E114,tetW,355
E114,cmrA,2
E114,bicyclomycin-multidrug_efflux_protein_bcr,291
E114,tetZ,1
E114,qepA,12
E114,vanRI,49
E114,carA,55
E114,myrA,2
E114,BEL,3
E114,lrfA,2
E114,Bacillus_Cluster_B_intrinsic_mph,1
E114,mecR1,1
E114,NPS-1,1
E114,AAC(6')-Ib7,4
E114,emrA,256
E114,amrB,77
E114,emrB,216
E114,CTX-M-14,2
E114,emrD,37
E114,CTX-M-130,2
E114,emrE,85
E114,CTX-M-17,2
E114,OXA-368,5
E114,emrK,69
E114,tcmA,14
E114,mdsB,13
E114,mdsC,13
E114,emrY,1
E114,HERA-1,1
E114,mel,29
E114,hp1181,8
E114,Pseudomonas_aeruginosa_emrE,5
E114,chrB,2
E114,tetA(48),66
E114,LRA,4
E114,farA,3
E114,farB,5
E114,dfrA20,8
E114,opcM,48
E114,dfrA21,8
E114,dfrA22,8
E114,MCR-1.2,12
E114,MCR-1.3,6
E114,YojI,9
E114,MCR-1.4,6
E114,dfrA25,1
E114,MCR-1.5,6
E114,MCR-1.6,6
E114,MCR-1.7,6
E114,MCR-1.8,6
E114,mtrA,88
E114,MCR-1.9,6
E114,mtrD,8
E114,mtrE,48
E114,Erm(44),1
E114,lmrC,14
E114,lmrD,15
E114,NmcR,6
E114,LCR-1,2
E114,CTX-M,15
E114,RSA-1,1
E114,bcrA,2080
E114,multidrug_ABC_transporter,1804
E114,SHV-121,5
E114,PvrR,42
E114,marA,1
E114,otrA,17
E114,PSE-1,4
E114,otrC,9
E114,arr-4,1
E114,arr-5,1
E114,Clostridium_perfringens_mprF,1
E114,arr-7,1
E114,arr-8,1
E114,PER,1
E114,Bacillus_Cluster_A_intrinsic_mph,1
E114,marR,100
E114,CARB,13
E114,aph(3')-I,1
E114,vanA,95
E114,vanB,59
E114,vanC,29
E114,vanD,131
E114,vanE,10
E114,vanG,19
E114,vanH,131
E114,vanI,6
E114,vanL,4
E114,SPG-1,1
E114,vanM,4
E114,vanN,7
E114,optrA,46
E114,OXA-251,6
E114,vanR,1711
E114,vanS,290
E114,vanT,7
E114,OXA-256,6
E114,ugd,9
E114,vanX,32
E114,SMB-1,1
E114,vanY,9
E114,acrA,114
E114,acrB,438
E114,tet(W/N/W),12
E114,acrD,8
E114,acrF,3
E114,cpxA,11
E114,tetB(46),9
E114,sul1,31
E114,sul2,134
E114,sul3,14
E114,ADC-43,1
E114,sul4,11
E114,ykkC,53
E114,ykkD,20
E114,MCR-1.10,6
E114,MCR-1.11,6
E114,MCR-1.12,6
E114,MCR-1.13,6
E114,kasugamycin_resistance_protein_ksgA,278
E114,rpoB2,28
E114,tetA(60),9
E114,cob(I)alamin_adenolsyltransferase,200
E114,rifampin_monooxygenase,1
E114,oleB,40
E114,oleC,60
E114,antibiotic_resistance_rRNA_adenine_methyltransferase,4
E114,SHV-89,5
E114,eptA,6
E114,tcr3,1
E114,Erm(37),1
E114,mphA,12
E114,mphC,6
E114,mphD,2
E114,CTX-M-24,2
E114,mphE,1
E114,CTX-M-67,2
E114,mphG,2
E114,Burkholderia_pseudomallei_Omp38,11
E114,mphI,2
E114,LpeA,2
E114,LpeB,12
E114,Rm3,1
E114,mdtA,186
E114,mdtB,419
E114,mdtC,468
E114,mdtE,14
E114,mdtF,26
E114,Salmonella,7
E114,mdtK,89
E114,mdtM,23
E114,mdtP,1
E115,aph(3'')-I,4
E115,OXA,219
E115,CMY-132,6
E115,chloramphenicol_and_florfenicol_resistance,12
E115,CMY-133,9
E115,OXA-10,6
E115,OXA-11,5
E115,bacA,571
E115,OXA-14,5
E115,chloramphenicol_exporter,58
E115,OXA-16,5
E115,OXA-17,4
E115,basS,32
E115,Type_A_NfxB,1
E115,mycinamicin-resistance_protein_myrB,2
E115,EdeQ,1
E115,kdpE,34
E115,lsaA,1
E115,lsaC,13
E115,lsaE,22
E115,ADP-ribosylating_transferase_arr,10
E115,OXA-454,6
E115,OXA-140,2
E115,OXA-142,3
E115,OpmB,3
E115,OpmD,1
E115,tlrB_conferring_tylosin_resistance,2
E115,OpmH,3
E115,mefA,108
E115,erm(36),2
E115,tet(L),4
E115,puromycin_resistance_protein,12
E115,abeM,4
E115,clbA,10
E115,clbB,13
E115,clbC,11
E115,abeS,10
E115,TEM-90,3
E115,macA,260
E115,qacA,10
E115,macB,5403
E115,qacB,29
E115,rphA,9
E115,rphB,17
E115,transcriptional_regulatory_protein_CpxR_cpxR,374
E115,qacG,33
E115,blt,1
E115,qacH,9
E115,vgaA,180
E115,vgaB,52
E115,AIM-1,1
E115,vgaD,40
E115,vgaE,35
E115,CMY-42,3
E115,CMY-44,3
E115,lnuB,3
E115,AAC(2')-Ie,1
E115,EmrB-QacA_family_major_facilitator_transporter,122
E115,TEM-215,3
E115,lnuF,1
E115,lnuG,1
E115,TEM-217,3
E115,rpsD_(ramA_or_sud2),2
E115,AAC(3)-Ib/AAC(6')-Ib'',2
E115,OXA-224,2
E115,bpeF,37
E115,penA,683
E115,arlS,21
E115,efpA,12
E115,mfpA,20
E115,KPC-16,3
E115,THIN-B,1
E115,fosB,25
E115,otr(B),4
E115,ADC-12,1
E115,ADC-13,1
E115,VatI,1
E115,vanHB,15
E115,ErmB,6
E115,ADC-16,1
E115,ErmC,2
E115,ADC-17,1
E115,vanTG,16
E115,tet(42),1
E115,vanXI,1
E115,ADC-19,1
E115,vanTrL,9
E115,TEM,21
E115,fosX,18
E115,cdeA,1
E115,catB,10
E115,ErmT,2
E115,dfrA15b,3
E115,PBP-1A,298
E115,PBP-1B,79
E115,tet32,63
E115,tet34,27
E115,tet36,25
E115,tet37,2
E115,tet39,1
E115,msrA,334
E115,msrC,244
E115,msbA,33
E115,msrE,25
E115,ampC,13
E115,CTX-M-110,4
E115,CTX-M-38,4
E115,evgS,59
E115,CTX-M-113,2
E115,adeB,137
E115,adeC,27
E115,aadA,24
E115,adeF,6
E115,adeH,4
E115,adeI,3
E115,adeJ,8
E115,adeK,7
E115,adeL,19
E115,aac(3)-I,23
E115,TriA,5
E115,ACC-5,1
E115,adeN,1
E115,TriC,9
E115,adeR,32
E115,adeS,19
E115,TolC,326
E115,vanXYL,2
E115,tetA(46),24
E115,ceoB,32
E115,RlmA(II),3
E115,rosA,30
E115,rosB,340
E115,aph(3')-IIb,4
E115,Staphylococcys,8
E115,opmD,3
E115,Staphylococcus,2
E115,ADC-2,1
E115,opmE,2
E115,ADC-3,1
E115,ADC-5,1
E115,ompF,35
E115,ADC-7,1
E115,sdiA,1
E115,ompR,758
E115,salA,33
E115,APH(6)-Id,1
E115,TEM-183,3
E115,CMX,11
E115,Erm(42),1
E115,Acinetobacter_baumannii_ampC_beta-lactamase,1
E115,KLUY-2,2
E115,TEM-106,3
E115,TEM-148,3
E115,KLUY-4,1
E115,OprA,13
E115,aadA25,1
E115,Brucella_suis_mprF,1
E115,bcr-1,9
E115,mef(B),3
E115,DNA-binding_transcriptional_regulator_gadX,8
E115,gadX,1
E115,patA,56
E115,catB3,1
E115,patB,6
E115,mecA,173
E115,mecB,6
E115,mecC,7
E115,mecD,4
E115,mecI,5
E115,aac(3)-Ib-aac(6')-Ib,1
E115,OprZ,9
E115,poxtA,73
E115,chloramphenicol_and_florfenicol_exporter,1
E115,metallo-beta-lactamase,20
E115,ANT(3'')-Ii-AAC(6')-IId,4
E115,bmr,1
E115,TaeA,78
E115,MexJ,6
E115,MexK,11
E115,MexL,2
E115,CTX-M-5,1
E115,MexS,7
E115,vatA,1
E115,vatB,8
E115,vatC,1
E115,MexV,6
E115,vatD,1
E115,vatE,4
E115,vatF,1
E115,vatG,1
E115,MexZ,1
E115,CMY-53,3
E115,CMY-12,6
E115,ermA,9
E115,ermB,25
E115,CMY-55,10
E115,ereA,20
E115,ermC,15
E115,CMY-15,6
E115,CMY-56,9
E115,ereB,4
E115,ermE,3
E115,ermF,14
E115,ermG,2
E115,ermH,1
E115,truncated_putative_response_regulator_ArlR,334
E115,OXA-233,4
E115,SRT-1,2
E115,SRT-2,4
E115,bacterial_regulatory_protein_LuxR,23
E115,efmA,1
E115,ermT,6
E115,CMY-2,6
E115,CMY-5,3
E115,tetB(48),2
E115,vanYA,2
E115,ADC-20,1
E115,ADC-21,1
E115,ADC-22,1
E115,ADC-25,1
E115,cmeB,136
E115,Staphylococcus_mupA_conferring_resistance_to_mupirocin,27
E115,floR,57
E115,srmB,63
E115,cystathionine_beta-lyase_patB,37
E115,major_facilitator_superfamily_transporter,97
E115,tet41,2
E115,tet43,5
E115,golS,13
E115,tet44,15
E115,MCR-1,16
E115,MCR-2,8
E115,MCR-3,8
E115,MCR-4,8
E115,MCR-5,8
E115,tolC,5
E115,OXA-663,6
E115,CTX-M-42,3
E115,OXA-392,2
E115,CTX-M-84,2
E115,class_A,41
E115,CTX-M-160,2
E115,PBP-2X,170
E115,tlcC,65
E115,class_C,77
E115,CTX-M-121,2
E115,CTX-M-48,2
E115,CTX-M-122,6
E115,APH(3')-Ia,1
E115,CTX-M-125,2
E115,linG,1
E115,CTX-M-126,2
E115,mdfA,27
E115,tet(59),1
E115,CMY-118,12
E115,OXA-31,2
E115,cmlA1,9
E115,oprA,2
E115,OXA-33,2
E115,OXA-74,4
E115,oprC,12
E115,cmlA4,8
E115,cmlA5,9
E115,cmlA6,9
E115,oprJ,106
E115,smeB,15
E115,smeC,15
E115,smeD,1
E115,oprM,162
E115,smeE,13
E115,oprN,106
E115,smeF,62
E115,two-component_system_response_regulator_EvgA,7
E115,baeR,49
E115,dfrA12,78
E115,baeS,52
E115,dfrA13,4
E115,dfrA14,10
E115,dfrA15,3
E115,dfrA17,8
E115,CRP,5
E115,smeR,40
E115,smeS,48
E115,TEM-110,3
E115,TEM-196,3
E115,TEM-156,1
E115,QepA1,10
E115,CfxA2,11
E115,QepA2,10
E115,CfxA3,1
E115,mexA,53
E115,mexB,67
E115,CfxA6,1
E115,mexC,19
E115,mepA,143
E115,mexD,188
E115,mexE,172
E115,mexF,290
E115,erm(34),1
E115,mexH,67
E115,mexI,25
E115,AxyY,1
E115,abcA,1
E115,mexM,1
E115,mexN,10
E115,tetB(60),21
E115,mexQ,7
E115,dfrA1,21
E115,dfrA3,12
E115,mexT,109
E115,dfrA5,5
E115,VEB-1b,1
E115,dfrA7,4
E115,mexW,140
E115,mexX,40
E115,dfrA8,7
E115,AcrE,2
E115,AcrF,2
E115,PmrF,8
E115,cfrC,12
E115,oqxA,3
E115,oqxB,9
E115,AcrS,2
E115,ICR-Mc,8
E115,MOX,15
E115,Moraxella_catarrhalis_M35,2
E115,ramA,2
E115,dfrC,8
E115,dfrD,7
E115,dfrE,5
E115,dfrF,3
E115,dfrG,6
E115,CMY-61,4
E115,CMY-21,3
E115,CMY-63,3
E115,CMY-22,1
E115,arnA,431
E115,dfrK,8
E115,CMY-25,1
E115,CMY-69,3
E115,RbpA,3
E115,CMY-29,3
E115,OXA-240,6
E115,SME-1,1
E115,SME-2,1
E115,SME-3,1
E115,SME-4,1
E115,OXA-246,6
E115,SME-5,1
E115,tetA,123
E115,tetB,49
E115,tetC,4
E115,tetD,4
E115,efrA,26
E115,efrB,24
E115,lsa,556
E115,tetL,24
E115,tetM,254
E115,tetO,134
E115,tetP,138
E115,tetQ,124
E115,MuxA,1
E115,tetR,128
E115,MuxB,8
E115,tetS,25
E115,MuxC,16
E115,tetT,72
E115,tetV,14
E115,tetW,628
E115,ADC-75,1
E115,cmrA,6
E115,ADC-76,1
E115,ADC-77,1
E115,bicyclomycin-multidrug_efflux_protein_bcr,322
E115,ADC-78,1
E115,ADC-79,1
E115,ADC-39,1
E115,qepA,41
E115,vanRI,60
E115,Serratia_marcescens_Omp1,2
E115,Klebsiella_pneumoniae_OmpK36,1
E115,Klebsiella_pneumoniae_OmpK37,1
E115,KPC,1
E115,porin_OmpC,1
E115,carA,84
E115,DNA-binding_protein_H-NS,4
E115,carO,2
E115,myrA,4
E115,hmrM,3
E115,lrfA,12
E115,Bacillus_Cluster_B_intrinsic_mph,1
E115,APH(3')-IIa,1
E115,cAMP-regulatory_protein,90
E115,mecR1,1
E115,NPS-1,1
E115,OXA-320,2
E115,emrA,199
E115,emrB,481
E115,CTX-M-14,2
E115,emrD,29
E115,CTX-M-130,4
E115,emrE,145
E115,CTX-M-99,2
E115,CTX-M-58,3
E115,CTX-M-17,4
E115,CTX-M-19,2
E115,OXA-368,4
E115,CTX-M-134,2
E115,tcmA,101
E115,mdsB,6
E115,mdsC,10
E115,emrR,1
E115,VEB-1,2
E115,VEB-2,2
E115,VEB-3,1
E115,VEB-4,1
E115,VEB-5,1
E115,emrY,7
E115,VEB-6,1
E115,VEB-7,1
E115,VEB-8,1
E115,VEB-9,1
E115,mel,36
E115,hp1181,6
E115,Pseudomonas_aeruginosa_emrE,10
E115,chrB,4
E115,tetA(48),72
E115,LRA,4
E115,farA,3
E115,farB,5
E115,AQU-1,2
E115,OXA-47,2
E115,MdtK,1
E115,dfrA20,6
E115,opcM,47
E115,dfrA21,9
E115,dfrA22,10
E115,MCR-1.2,16
E115,MCR-1.3,8
E115,MCR-1.4,8
E115,dfrA24,1
E115,YojI,15
E115,MCR-1.5,8
E115,dfrA25,3
E115,MCR-1.6,8
E115,MCR-1.7,8
E115,MCR-1.8,8
E115,MCR-1.9,8
E115,dfrA29,3
E115,mtrA,85
E115,blaR1,4
E115,mtrC,1
E115,mtrD,6
E115,mtrE,143
E115,lmrA,14
E115,lmrB,27
E115,Erm(44),2
E115,lmrC,44
E115,lmrD,49
E115,NmcR,12
E115,LCR-1,2
E115,mtrR,34
E115,lmrP,1
E115,CTX-M,32
E115,erm(35),1
E115,blaI,2
E115,bcrA,2758
E115,bcrC,2
E115,tap,2
E115,tet(K),5
E115,multidrug_ABC_transporter,3243
E115,omp36,5
E115,PvrR,41
E115,cipA,4
E115,marA,1
E115,otrA,23
E115,otrC,17
E115,arr-4,2
E115,arr-5,2
E115,arr-7,2
E115,arr-8,2
E115,PER,1
E115,marR,174
E115,CARB,3
E115,aph(6)-I,32
E115,aph(3')-I,14
E115,vanA,92
E115,vanB,129
E115,vanC,76
E115,vanD,250
E115,vanE,17
E115,vanG,49
E115,vanH,288
E115,FosB1,2
E115,vanI,14
E115,FosB3,2
E115,FosB4,2
E115,aph(3')-V,3
E115,vanL,6
E115,FosB5,2
E115,vanM,3
E115,FosB6,2
E115,vanN,7
E115,CMY-38,6
E115,optrA,74
E115,OXA-251,6
E115,vanR,2010
E115,vanS,630
E115,vanT,52
E115,vanU,1
E115,OXA-256,6
E115,vanW,21
E115,ugd,7
E115,vanX,23
E115,SMB-1,1
E115,vanY,44
E115,OXA-1,2
E115,vanZ,3
E115,OXA-4,2
E115,acrA,149
E115,acrB,447
E115,tet(W/N/W),13
E115,acrD,3
E115,acrF,3
E115,norB,18
E115,cpxA,30
E115,ADC-80,1
E115,tetB(46),22
E115,sul1,35
E115,ADC-41,1
E115,sul2,342
E115,ADC-42,1
E115,sul3,25
E115,ADC-43,1
E115,sul4,20
E115,ykkC,32
E115,ADC-44,1
E115,ykkD,19
E115,MCR-1.10,8
E115,MCR-1.11,8
E115,vanWI,2
E115,MCR-1.12,8
E115,MCR-1.13,8
E115,kasugamycin_resistance_protein_ksgA,386
E115,rpoB2,36
E115,tetA(60),18
E115,cob(I)alamin_adenolsyltransferase,126
E115,cat_chloramphenicol_acetyltransferase,1
E115,TLA-1,1
E115,rifampin_monooxygenase,135
E115,TLA-3,1
E115,oleB,57
E115,oleC,49
E115,BahA,1
E115,antibiotic_resistance_rRNA_adenine_methyltransferase,9
E115,eptA,9
E115,mphA,6
E115,tcr3,5
E115,CTX-M-62,3
E115,mphC,3
E115,CTX-M-23,3
E115,mphD,1
E115,CTX-M-65,2
E115,CTX-M-24,4
E115,mphE,1
E115,CTX-M-67,4
E115,mphG,1
E115,CTX-M-68,3
E115,Burkholderia_pseudomallei_Omp38,9
E115,mphI,1
E115,CTX-M-148,2
E115,LpeB,8
E115,Rm3,1
E115,mdtA,199
E115,mdtB,312
E115,mdtC,372
E115,mdtD,156
E115,mdtE,44
E115,mdtF,124
E115,mdtG,25
E115,Escherichia_coli_LamB,1
E115,mdtH,52
E115,Salmonella,7
E115,mdtK,278
E115,mdtL,79
E115,aac(2')-I,8
E115,mdtM,25
E115,mdtN,50
E115,mdtP,81
E117,lrfA,3
E117,class_C,30
E117,tetB(60),5
E117,bcr-1,3
E117,dfrA29,6
E117,Erm(42),1
E117,Rhodobacter_sphaeroides_ampC_beta-lactamase,1
E117,tlcC,16
E117,SHV-62,5
E117,Staphylococcus,1
E117,lnuC,1
E117,lnuD,1
E117,vanTrL,2
E117,mdtA,25
